geo,string,lincs,disgenet,kg_version
1,1,4,8,1.0.89
1,1,4,9,1.0.90
1,1,4,10,1.0.91
1,1,4,11,1.0.92
1,1,4,12,1.0.93
1,1,4,13,1.0.94
1,1,4,14,1.0.95
1,1,4,15,1.0.96
1,1,4,16,1.0.97
1,1,4,17,1.0.98
1,1,4,18,1.0.99
1,1,4,19,1.0.100
1,1,4,20,1.0.101
1,1,4,21,1.0.102
1,1,4,22,1.0.103
1,1,4,23,1.0.104
1,1,4,24,1.0.105
1,1,4,25,1.0.106
1,1,4,26,1.0.107
1,1,4,27,1.0.108
1,1,5,1,1.0.109
1,1,5,2,1.0.110
1,1,5,3,1.0.111
1,1,5,4,1.0.112
1,1,5,5,1.0.113
1,1,5,6,1.0.114
1,1,5,7,1.0.115
1,1,5,8,1.0.116
1,1,5,9,1.0.117
1,1,5,10,1.0.118
1,1,5,11,1.0.119
1,1,5,12,1.0.120
1,1,5,13,1.0.121
1,1,5,14,1.0.122
1,1,5,15,1.0.123
1,1,5,16,1.0.124
1,1,5,17,1.0.125
1,1,5,18,1.0.126
1,1,5,19,1.0.127
1,1,5,20,1.0.128
1,1,5,21,1.0.129
1,1,5,22,1.0.130
1,1,5,23,1.0.131
1,1,5,24,1.0.132
1,1,5,25,1.0.133
1,1,5,26,1.0.134
1,1,5,27,1.0.135
1,1,6,1,1.0.136
1,1,6,2,1.0.137
1,1,6,3,1.0.138
1,1,6,4,1.0.139
1,1,6,5,1.0.140
1,1,6,6,1.0.141
1,1,6,7,1.0.142
1,1,6,8,1.0.143
1,1,6,9,1.0.144
1,1,6,10,1.0.145
1,1,6,11,1.0.146
1,1,6,12,1.0.147
1,1,6,13,1.0.148
1,1,6,14,1.0.149
1,1,6,15,1.0.150
1,1,6,16,1.0.151
1,1,6,17,1.0.152
1,1,6,18,1.0.153
1,1,6,19,1.0.154
1,1,6,20,1.0.155
1,1,6,21,1.0.156
1,1,6,22,1.0.157
1,1,6,23,1.0.158
1,1,6,24,1.0.159
1,1,6,25,1.0.160
1,1,6,26,1.0.161
1,1,6,27,1.0.162
1,1,7,1,1.0.163
1,1,7,2,1.0.164
1,1,7,3,1.0.165
1,1,7,4,1.0.166
1,1,7,5,1.0.167
1,1,7,6,1.0.168
1,1,7,7,1.0.169
1,1,7,8,1.0.170
1,1,7,9,1.0.171
1,1,7,10,1.0.172
1,1,7,11,1.0.173
1,1,7,12,1.0.174
1,1,7,13,1.0.175
1,1,7,14,1.0.176
1,1,7,15,1.0.177
1,1,7,16,1.0.178
1,1,7,17,1.0.179
1,1,7,18,1.0.180
1,1,7,19,1.0.181
1,1,7,20,1.0.182
1,1,7,21,1.0.183
1,1,7,22,1.0.184
1,1,7,23,1.0.185
1,1,7,24,1.0.186
1,1,7,25,1.0.187
1,1,7,26,1.0.188
1,1,7,27,1.0.189
1,1,8,1,1.0.190
1,1,8,2,1.0.191
1,1,8,3,1.0.192
1,1,8,4,1.0.193
1,1,8,5,1.0.194
1,1,8,6,1.0.195
1,1,8,7,1.0.196
1,1,8,8,1.0.197
1,1,8,9,1.0.198
1,1,8,10,1.0.199
1,1,8,11,1.0.200
1,1,8,12,1.0.201
1,1,8,13,1.0.202
1,1,8,14,1.0.203
1,1,8,15,1.0.204
1,1,8,16,1.0.205
1,1,8,17,1.0.206
1,1,8,18,1.0.207
1,1,8,19,1.0.208
1,1,8,20,1.0.209
1,1,8,21,1.0.210
1,1,8,22,1.0.211
1,1,8,23,1.0.212
1,1,8,24,1.0.213
1,1,8,25,1.0.214
1,1,8,26,1.0.215
1,1,8,27,1.0.216
1,1,9,1,1.0.217
1,1,9,2,1.0.218
1,1,9,3,1.0.219
1,1,9,4,1.0.220
1,1,9,5,1.0.221
1,1,9,6,1.0.222
1,1,9,7,1.0.223
1,1,9,8,1.0.224
1,1,9,9,1.0.225
1,1,9,10,1.0.226
1,1,9,11,1.0.227
1,1,9,12,1.0.228
1,1,9,13,1.0.229
1,1,9,14,1.0.230
1,1,9,15,1.0.231
1,1,9,16,1.0.232
1,1,9,17,1.0.233
1,1,9,18,1.0.234
1,1,9,19,1.0.235
1,1,9,20,1.0.236
1,1,9,21,1.0.237
1,1,9,22,1.0.238
1,1,9,23,1.0.239
1,1,9,24,1.0.240
1,1,9,25,1.0.241
1,1,9,26,1.0.242
1,1,9,27,1.0.243
1,1,10,1,1.0.244
1,1,10,2,1.0.245
1,1,10,3,1.0.246
1,1,10,4,1.0.247
1,1,10,5,1.0.248
1,1,10,6,1.0.249
1,1,10,7,1.0.250
1,1,10,8,1.0.251
1,1,10,9,1.0.252
1,1,10,10,1.0.253
1,1,10,11,1.0.254
1,1,10,12,1.0.255
1,1,10,13,1.0.256
1,1,10,14,1.0.257
1,1,10,15,1.0.258
1,1,10,16,1.0.259
1,1,10,17,1.0.260
1,1,10,18,1.0.261
1,1,10,19,1.0.262
1,1,10,20,1.0.263
1,1,10,21,1.0.264
1,1,10,22,1.0.265
1,1,10,23,1.0.266
1,1,10,24,1.0.267
1,1,10,25,1.0.268
1,1,10,26,1.0.269
1,1,10,27,1.0.270
1,1,11,1,1.0.271
1,1,11,2,1.0.272
1,1,11,3,1.0.273
1,1,11,4,1.0.274
1,1,11,5,1.0.275
1,1,11,6,1.0.276
1,1,11,7,1.0.277
1,1,11,8,1.0.278
1,1,11,9,1.0.279
1,1,11,10,1.0.280
1,1,11,11,1.0.281
1,1,11,12,1.0.282
1,1,11,13,1.0.283
1,1,11,14,1.0.284
1,1,11,15,1.0.285
1,1,11,16,1.0.286
1,1,11,17,1.0.287
1,1,11,18,1.0.288
1,1,11,19,1.0.289
1,1,11,20,1.0.290
1,1,11,21,1.0.291
1,1,11,22,1.0.292
1,1,11,23,1.0.293
1,1,11,24,1.0.294
1,1,11,25,1.0.295
1,1,11,26,1.0.296
1,1,11,27,1.0.297
1,1,12,1,1.0.298
1,1,12,2,1.0.299
1,1,12,3,1.0.300
1,1,12,4,1.0.301
1,1,12,5,1.0.302
1,1,12,6,1.0.303
1,1,12,7,1.0.304
1,1,12,8,1.0.305
1,1,12,9,1.0.306
1,1,12,10,1.0.307
1,1,12,11,1.0.308
1,1,12,12,1.0.309
1,1,12,13,1.0.310
1,1,12,14,1.0.311
1,1,12,15,1.0.312
1,1,12,16,1.0.313
1,1,12,17,1.0.314
1,1,12,18,1.0.315
1,1,12,19,1.0.316
1,1,12,20,1.0.317
1,1,12,21,1.0.318
1,1,12,22,1.0.319
1,1,12,23,1.0.320
1,1,12,24,1.0.321
1,1,12,25,1.0.322
1,1,12,26,1.0.323
1,1,12,27,1.0.324
1,2,1,1,1.0.325
1,2,1,2,1.0.326
1,2,1,3,1.0.327
1,2,1,4,1.0.328
1,2,1,5,1.0.329
1,2,1,6,1.0.330
1,2,1,7,1.0.331
1,2,1,8,1.0.332
1,2,1,9,1.0.333
1,2,1,10,1.0.334
1,2,1,11,1.0.335
1,2,1,12,1.0.336
1,2,1,13,1.0.337
1,2,1,14,1.0.338
1,2,1,15,1.0.339
1,2,1,16,1.0.340
1,2,1,17,1.0.341
1,2,1,18,1.0.342
1,2,1,19,1.0.343
1,2,1,20,1.0.344
1,2,1,21,1.0.345
1,2,1,22,1.0.346
1,2,1,23,1.0.347
1,2,1,24,1.0.348
1,2,1,25,1.0.349
1,2,1,26,1.0.350
1,2,1,27,1.0.351
1,2,2,1,1.0.352
1,2,2,2,1.0.353
1,2,2,3,1.0.354
1,2,2,4,1.0.355
1,2,2,5,1.0.356
1,2,2,6,1.0.357
1,2,2,7,1.0.358
1,2,2,8,1.0.359
1,2,2,9,1.0.360
1,2,2,10,1.0.361
1,2,2,11,1.0.362
1,2,2,12,1.0.363
1,2,2,13,1.0.364
1,2,2,14,1.0.365
1,2,2,15,1.0.366
1,2,2,16,1.0.367
1,2,2,17,1.0.368
1,2,2,18,1.0.369
1,2,2,19,1.0.370
1,2,2,20,1.0.371
1,2,2,21,1.0.372
1,2,2,22,1.0.373
1,2,2,23,1.0.374
1,2,2,24,1.0.375
1,2,2,25,1.0.376
1,2,2,26,1.0.377
1,2,2,27,1.0.378
1,2,3,1,1.0.379
1,2,3,2,1.0.380
1,2,3,3,1.0.381
1,2,3,4,1.0.382
1,2,3,5,1.0.383
1,2,3,6,1.0.384
1,2,3,7,1.0.385
1,2,3,8,1.0.386
1,2,3,9,1.0.387
1,2,3,10,1.0.388
1,2,3,11,1.0.389
1,2,3,12,1.0.390
1,2,3,13,1.0.391
1,2,3,14,1.0.392
1,2,3,15,1.0.393
1,2,3,16,1.0.394
1,2,3,17,1.0.395
1,2,3,18,1.0.396
1,2,3,19,1.0.397
1,2,3,20,1.0.398
1,2,3,21,1.0.399
1,2,3,22,1.0.400
1,2,3,23,1.0.401
1,2,3,24,1.0.402
1,2,3,25,1.0.403
1,2,3,26,1.0.404
1,2,3,27,1.0.405
1,2,4,1,1.0.406
1,2,4,2,1.0.407
1,2,4,3,1.0.408
1,2,4,4,1.0.409
1,2,4,5,1.0.410
1,2,4,6,1.0.411
1,2,4,7,1.0.412
1,2,4,8,1.0.413
1,2,4,9,1.0.414
1,2,4,10,1.0.415
1,2,4,11,1.0.416
1,2,4,12,1.0.417
1,2,4,13,1.0.418
1,2,4,14,1.0.419
1,2,4,15,1.0.420
1,2,4,16,1.0.421
1,2,4,17,1.0.422
1,2,4,18,1.0.423
1,2,4,19,1.0.424
1,2,4,20,1.0.425
1,2,4,21,1.0.426
1,2,4,22,1.0.427
1,2,4,23,1.0.428
1,2,4,24,1.0.429
1,2,4,25,1.0.430
1,2,4,26,1.0.431
1,2,4,27,1.0.432
1,2,5,1,1.0.433
1,2,5,2,1.0.434
1,2,5,3,1.0.435
1,2,5,4,1.0.436
1,2,5,5,1.0.437
1,2,5,6,1.0.438
1,2,5,7,1.0.439
1,2,5,8,1.0.440
1,2,5,9,1.0.441
1,2,5,10,1.0.442
1,2,5,11,1.0.443
1,2,5,12,1.0.444
1,2,5,13,1.0.445
1,2,5,14,1.0.446
1,2,5,15,1.0.447
1,2,5,16,1.0.448
1,2,5,17,1.0.449
1,2,5,18,1.0.450
1,2,5,19,1.0.451
1,2,5,20,1.0.452
1,2,5,21,1.0.453
1,2,5,22,1.0.454
1,2,5,23,1.0.455
1,2,5,24,1.0.456
1,2,5,25,1.0.457
1,2,5,26,1.0.458
1,2,5,27,1.0.459
1,2,6,1,1.0.460
1,2,6,2,1.0.461
1,2,6,3,1.0.462
1,2,6,4,1.0.463
1,2,6,5,1.0.464
1,2,6,6,1.0.465
1,2,6,7,1.0.466
1,2,6,8,1.0.467
1,2,6,9,1.0.468
1,2,6,10,1.0.469
1,2,6,11,1.0.470
1,2,6,12,1.0.471
1,2,6,13,1.0.472
1,2,6,14,1.0.473
1,2,6,15,1.0.474
1,2,6,16,1.0.475
1,2,6,17,1.0.476
1,2,6,18,1.0.477
1,2,6,19,1.0.478
1,2,6,20,1.0.479
1,2,6,21,1.0.480
1,2,6,22,1.0.481
1,2,6,23,1.0.482
1,2,6,24,1.0.483
1,2,6,25,1.0.484
1,2,6,26,1.0.485
1,2,6,27,1.0.486
1,2,7,1,1.0.487
1,2,7,2,1.0.488
1,2,7,3,1.0.489
1,2,7,4,1.0.490
1,2,7,5,1.0.491
1,2,7,6,1.0.492
1,2,7,7,1.0.493
1,2,7,8,1.0.494
1,2,7,9,1.0.495
1,2,7,10,1.0.496
1,2,7,11,1.0.497
1,2,7,12,1.0.498
1,2,7,13,1.0.499
1,2,7,14,1.0.500
1,2,7,15,1.0.501
1,2,7,16,1.0.502
1,2,7,17,1.0.503
1,2,7,18,1.0.504
1,2,7,19,1.0.505
1,2,7,20,1.0.506
1,2,7,21,1.0.507
1,2,7,22,1.0.508
1,2,7,23,1.0.509
1,2,7,24,1.0.510
1,2,7,25,1.0.511
1,2,7,26,1.0.512
1,2,7,27,1.0.513
1,2,8,1,1.0.514
1,2,8,2,1.0.515
1,2,8,3,1.0.516
1,2,8,4,1.0.517
1,2,8,5,1.0.518
1,2,8,6,1.0.519
1,2,8,7,1.0.520
1,2,8,8,1.0.521
1,2,8,9,1.0.522
1,2,8,10,1.0.523
1,2,8,11,1.0.524
1,2,8,12,1.0.525
1,2,8,13,1.0.526
1,2,8,14,1.0.527
1,2,8,15,1.0.528
1,2,8,16,1.0.529
1,2,8,17,1.0.530
1,2,8,18,1.0.531
1,2,8,19,1.0.532
1,2,8,20,1.0.533
1,2,8,21,1.0.534
1,2,8,22,1.0.535
1,2,8,23,1.0.536
1,2,8,24,1.0.537
1,2,8,25,1.0.538
1,2,8,26,1.0.539
1,2,8,27,1.0.540
1,2,9,1,1.0.541
1,2,9,2,1.0.542
1,2,9,3,1.0.543
1,2,9,4,1.0.544
1,2,9,5,1.0.545
1,2,9,6,1.0.546
1,2,9,7,1.0.547
1,2,9,8,1.0.548
1,2,9,9,1.0.549
1,2,9,10,1.0.550
1,2,9,11,1.0.551
1,2,9,12,1.0.552
1,2,9,13,1.0.553
1,2,9,14,1.0.554
1,2,9,15,1.0.555
1,2,9,16,1.0.556
1,2,9,17,1.0.557
1,2,9,18,1.0.558
1,2,9,19,1.0.559
1,2,9,20,1.0.560
1,2,9,21,1.0.561
1,2,9,22,1.0.562
1,2,9,23,1.0.563
1,2,9,24,1.0.564
1,2,9,25,1.0.565
1,2,9,26,1.0.566
1,2,9,27,1.0.567
1,2,10,1,1.0.568
1,2,10,2,1.0.569
1,2,10,3,1.0.570
1,2,10,4,1.0.571
1,2,10,5,1.0.572
1,2,10,6,1.0.573
1,2,10,7,1.0.574
1,2,10,8,1.0.575
1,2,10,9,1.0.576
1,2,10,10,1.0.577
1,2,10,11,1.0.578
1,2,10,12,1.0.579
1,2,10,13,1.0.580
1,2,10,14,1.0.581
1,2,10,15,1.0.582
1,2,10,16,1.0.583
1,2,10,17,1.0.584
1,2,10,18,1.0.585
1,2,10,19,1.0.586
1,2,10,20,1.0.587
1,2,10,21,1.0.588
1,2,10,22,1.0.589
1,2,10,23,1.0.590
1,2,10,24,1.0.591
1,2,10,25,1.0.592
1,2,10,26,1.0.593
1,2,10,27,1.0.594
1,2,11,1,1.0.595
1,2,11,2,1.0.596
1,2,11,3,1.0.597
1,2,11,4,1.0.598
1,2,11,5,1.0.599
1,2,11,6,1.0.600
1,2,11,7,1.0.601
1,2,11,8,1.0.602
1,2,11,9,1.0.603
1,2,11,10,1.0.604
1,2,11,11,1.0.605
1,2,11,12,1.0.606
1,2,11,13,1.0.607
1,2,11,14,1.0.608
1,2,11,15,1.0.609
1,2,11,16,1.0.610
1,2,11,17,1.0.611
1,2,11,18,1.0.612
1,2,11,19,1.0.613
1,2,11,20,1.0.614
1,2,11,21,1.0.615
1,2,11,22,1.0.616
1,2,11,23,1.0.617
1,2,11,24,1.0.618
1,2,11,25,1.0.619
1,2,11,26,1.0.620
1,2,11,27,1.0.621
1,2,12,1,1.0.622
1,2,12,2,1.0.623
1,2,12,3,1.0.624
1,2,12,4,1.0.625
1,2,12,5,1.0.626
1,2,12,6,1.0.627
1,2,12,7,1.0.628
1,2,12,8,1.0.629
1,2,12,9,1.0.630
1,2,12,10,1.0.631
1,2,12,11,1.0.632
1,2,12,12,1.0.633
1,2,12,13,1.0.634
1,2,12,14,1.0.635
1,2,12,15,1.0.636
1,2,12,16,1.0.637
1,2,12,17,1.0.638
1,2,12,18,1.0.639
1,2,12,19,1.0.640
1,2,12,20,1.0.641
1,2,12,21,1.0.642
1,2,12,22,1.0.643
1,2,12,23,1.0.644
1,2,12,24,1.0.645
1,2,12,25,1.0.646
1,2,12,26,1.0.647
1,2,12,27,1.0.648
1,3,1,1,1.0.649
1,3,1,2,1.0.650
1,3,1,3,1.0.651
1,3,1,4,1.0.652
1,3,1,5,1.0.653
1,3,1,6,1.0.654
1,3,1,7,1.0.655
1,3,1,8,1.0.656
1,3,1,9,1.0.657
1,3,1,10,1.0.658
1,3,1,11,1.0.659
1,3,1,12,1.0.660
1,3,1,13,1.0.661
1,3,1,14,1.0.662
1,3,1,15,1.0.663
1,3,1,16,1.0.664
1,3,1,17,1.0.665
1,3,1,18,1.0.666
1,3,1,19,1.0.667
1,3,1,20,1.0.668
1,3,1,21,1.0.669
1,3,1,22,1.0.670
1,3,1,23,1.0.671
1,3,1,24,1.0.672
1,3,1,25,1.0.673
1,3,1,26,1.0.674
1,3,1,27,1.0.675
1,3,2,1,1.0.676
1,3,2,2,1.0.677
1,3,2,3,1.0.678
1,3,2,4,1.0.679
1,3,2,5,1.0.680
1,3,2,6,1.0.681
1,3,2,7,1.0.682
1,3,2,8,1.0.683
1,3,2,9,1.0.684
1,3,2,10,1.0.685
1,3,2,11,1.0.686
1,3,2,12,1.0.687
1,3,2,13,1.0.688
1,3,2,14,1.0.689
1,3,2,15,1.0.690
1,3,2,16,1.0.691
1,3,2,17,1.0.692
1,3,2,18,1.0.693
1,3,2,19,1.0.694
1,3,2,20,1.0.695
1,3,2,21,1.0.696
1,3,2,22,1.0.697
1,3,2,23,1.0.698
1,3,2,24,1.0.699
1,3,2,25,1.0.700
1,3,2,26,1.0.701
1,3,2,27,1.0.702
1,3,3,1,1.0.703
1,3,3,2,1.0.704
1,3,3,3,1.0.705
1,3,3,4,1.0.706
1,3,3,5,1.0.707
1,3,3,6,1.0.708
1,3,3,7,1.0.709
1,3,3,8,1.0.710
1,3,3,9,1.0.711
1,3,3,10,1.0.712
1,3,3,11,1.0.713
1,3,3,12,1.0.714
1,3,3,13,1.0.715
1,3,3,14,1.0.716
1,3,3,15,1.0.717
1,3,3,16,1.0.718
1,3,3,17,1.0.719
1,3,3,18,1.0.720
1,3,3,19,1.0.721
1,3,3,20,1.0.722
1,3,3,21,1.0.723
1,3,3,22,1.0.724
1,3,3,23,1.0.725
1,3,3,24,1.0.726
1,3,3,25,1.0.727
1,3,3,26,1.0.728
1,3,3,27,1.0.729
1,3,4,1,1.0.730
1,3,4,2,1.0.731
1,3,4,3,1.0.732
1,3,4,4,1.0.733
1,3,4,5,1.0.734
1,3,4,6,1.0.735
1,3,4,7,1.0.736
1,3,4,8,1.0.737
1,3,4,9,1.0.738
1,3,4,10,1.0.739
1,3,4,11,1.0.740
1,3,4,12,1.0.741
1,3,4,13,1.0.742
1,3,4,14,1.0.743
1,3,4,15,1.0.744
1,3,4,16,1.0.745
1,3,4,17,1.0.746
1,3,4,18,1.0.747
1,3,4,19,1.0.748
1,3,4,20,1.0.749
1,3,4,21,1.0.750
1,3,4,22,1.0.751
1,3,4,23,1.0.752
1,3,4,24,1.0.753
1,3,4,25,1.0.754
1,3,4,26,1.0.755
1,3,4,27,1.0.756
1,3,5,1,1.0.757
1,3,5,2,1.0.758
1,3,5,3,1.0.759
1,3,5,4,1.0.760
1,3,5,5,1.0.761
1,3,5,6,1.0.762
1,3,5,7,1.0.763
1,3,5,8,1.0.764
1,3,5,9,1.0.765
1,3,5,10,1.0.766
1,3,5,11,1.0.767
1,3,5,12,1.0.768
1,3,5,13,1.0.769
1,3,5,14,1.0.770
1,3,5,15,1.0.771
1,3,5,16,1.0.772
1,3,5,17,1.0.773
1,3,5,18,1.0.774
1,3,5,19,1.0.775
1,3,5,20,1.0.776
1,3,5,21,1.0.777
1,3,5,22,1.0.778
1,3,5,23,1.0.779
1,3,5,24,1.0.780
1,3,5,25,1.0.781
1,3,5,26,1.0.782
1,3,5,27,1.0.783
1,3,6,1,1.0.784
1,3,6,2,1.0.785
1,3,6,3,1.0.786
1,3,6,4,1.0.787
1,3,6,5,1.0.788
1,3,6,6,1.0.789
1,3,6,7,1.0.790
1,3,6,8,1.0.791
1,3,6,9,1.0.792
1,3,6,10,1.0.793
1,3,6,11,1.0.794
1,3,6,12,1.0.795
1,3,6,13,1.0.796
1,3,6,14,1.0.797
1,3,6,15,1.0.798
1,3,6,16,1.0.799
1,3,6,17,1.0.800
1,3,6,18,1.0.801
1,3,6,19,1.0.802
1,3,6,20,1.0.803
1,3,6,21,1.0.804
1,3,6,22,1.0.805
1,3,6,23,1.0.806
1,3,6,24,1.0.807
1,3,6,25,1.0.808
1,3,6,26,1.0.809
1,3,6,27,1.0.810
1,3,7,1,1.0.811
1,3,7,2,1.0.812
1,3,7,3,1.0.813
1,3,7,4,1.0.814
1,3,7,5,1.0.815
1,3,7,6,1.0.816
1,3,7,7,1.0.817
1,3,7,8,1.0.818
1,3,7,9,1.0.819
1,3,7,10,1.0.820
1,3,7,11,1.0.821
1,3,7,12,1.0.822
1,3,7,13,1.0.823
1,3,7,14,1.0.824
1,3,7,15,1.0.825
1,3,7,16,1.0.826
1,3,7,17,1.0.827
1,3,7,18,1.0.828
1,3,7,19,1.0.829
1,3,7,20,1.0.830
1,3,7,21,1.0.831
1,3,7,22,1.0.832
1,3,7,23,1.0.833
1,3,7,24,1.0.834
1,3,7,25,1.0.835
1,3,7,26,1.0.836
1,3,7,27,1.0.837
1,3,8,1,1.0.838
1,3,8,2,1.0.839
1,3,8,3,1.0.840
1,3,8,4,1.0.841
1,3,8,5,1.0.842
1,3,8,6,1.0.843
1,3,8,7,1.0.844
1,3,8,8,1.0.845
1,3,8,9,1.0.846
1,3,8,10,1.0.847
1,3,8,11,1.0.848
1,3,8,12,1.0.849
1,3,8,13,1.0.850
1,3,8,14,1.0.851
1,3,8,15,1.0.852
1,3,8,16,1.0.853
1,3,8,17,1.0.854
1,3,8,18,1.0.855
1,3,8,19,1.0.856
1,3,8,20,1.0.857
1,3,8,21,1.0.858
1,3,8,22,1.0.859
1,3,8,23,1.0.860
1,3,8,24,1.0.861
1,3,8,25,1.0.862
1,3,8,26,1.0.863
1,3,8,27,1.0.864
1,3,9,1,1.0.865
1,3,9,2,1.0.866
1,3,9,3,1.0.867
1,3,9,4,1.0.868
1,3,9,5,1.0.869
1,3,9,6,1.0.870
1,3,9,7,1.0.871
1,3,9,8,1.0.872
1,3,9,9,1.0.873
1,3,9,10,1.0.874
1,3,9,11,1.0.875
1,3,9,12,1.0.876
1,3,9,13,1.0.877
1,3,9,14,1.0.878
1,3,9,15,1.0.879
1,3,9,16,1.0.880
1,3,9,17,1.0.881
1,3,9,18,1.0.882
1,3,9,19,1.0.883
1,3,9,20,1.0.884
1,3,9,21,1.0.885
1,3,9,22,1.0.886
1,3,9,23,1.0.887
1,3,9,24,1.0.888
1,3,9,25,1.0.889
1,3,9,26,1.0.890
1,3,9,27,1.0.891
1,3,10,1,1.0.892
1,3,10,2,1.0.893
1,3,10,3,1.0.894
1,3,10,4,1.0.895
1,3,10,5,1.0.896
1,3,10,6,1.0.897
1,3,10,7,1.0.898
1,3,10,8,1.0.899
1,3,10,9,1.0.900
1,3,10,10,1.0.901
1,3,10,11,1.0.902
1,3,10,12,1.0.903
1,3,10,13,1.0.904
1,3,10,14,1.0.905
1,3,10,15,1.0.906
1,3,10,16,1.0.907
1,3,10,17,1.0.908
1,3,10,18,1.0.909
1,3,10,19,1.0.910
1,3,10,20,1.0.911
1,3,10,21,1.0.912
1,3,10,22,1.0.913
1,3,10,23,1.0.914
1,3,10,24,1.0.915
1,3,10,25,1.0.916
1,3,10,26,1.0.917
1,3,10,27,1.0.918
1,3,11,1,1.0.919
1,3,11,2,1.0.920
1,3,11,3,1.0.921
1,3,11,4,1.0.922
1,3,11,5,1.0.923
1,3,11,6,1.0.924
1,3,11,7,1.0.925
1,3,11,8,1.0.926
1,3,11,9,1.0.927
1,3,11,10,1.0.928
1,3,11,11,1.0.929
1,3,11,12,1.0.930
1,3,11,13,1.0.931
1,3,11,14,1.0.932
1,3,11,15,1.0.933
1,3,11,16,1.0.934
1,3,11,17,1.0.935
1,3,11,18,1.0.936
1,3,11,19,1.0.937
1,3,11,20,1.0.938
1,3,11,21,1.0.939
1,3,11,22,1.0.940
1,3,11,23,1.0.941
1,3,11,24,1.0.942
1,3,11,25,1.0.943
1,3,11,26,1.0.944
1,3,11,27,1.0.945
1,3,12,1,1.0.946
1,3,12,2,1.0.947
1,3,12,3,1.0.948
1,3,12,4,1.0.949
1,3,12,5,1.0.950
1,3,12,6,1.0.951
1,3,12,7,1.0.952
1,3,12,8,1.0.953
1,3,12,9,1.0.954
1,3,12,10,1.0.955
1,3,12,11,1.0.956
1,3,12,12,1.0.957
1,3,12,13,1.0.958
1,3,12,14,1.0.959
1,3,12,15,1.0.960
1,3,12,16,1.0.961
1,3,12,17,1.0.962
1,3,12,18,1.0.963
1,3,12,19,1.0.964
1,3,12,20,1.0.965
1,3,12,21,1.0.966
1,3,12,22,1.0.967
1,3,12,23,1.0.968
1,3,12,24,1.0.969
1,3,12,25,1.0.970
1,3,12,26,1.0.971
1,3,12,27,1.0.972
1,4,1,1,1.0.973
1,4,1,2,1.0.974
1,4,1,3,1.0.975
1,4,1,4,1.0.976
1,4,1,5,1.0.977
1,4,1,6,1.0.978
1,4,1,7,1.0.979
1,4,1,8,1.0.980
1,4,1,9,1.0.981
1,4,1,10,1.0.982
1,4,1,11,1.0.983
1,4,1,12,1.0.984
1,4,1,13,1.0.985
1,4,1,14,1.0.986
1,4,1,15,1.0.987
1,4,1,16,1.0.988
1,4,1,17,1.0.989
1,4,1,18,1.0.990
1,4,1,19,1.0.991
1,4,1,20,1.0.992
1,4,1,21,1.0.993
1,4,1,22,1.0.994
1,4,1,23,1.0.995
1,4,1,24,1.0.996
1,4,1,25,1.0.997
